gene,pLI
KRT15,3.51E-15
EIF1,0.764131765
KRT14,0.067342984
KLHL10,0.931027664
KRT13,0.001667541
HAP1,1.59E-19
GAST,0.003173784
DNAJC7,0.999727953
TUBG1,0.975922884
PTRF,0.020881047
ATP6V0A1,0.997249735
STAT5B,0.99995316
STAT3,0.999989193
HSD17B1,0.056017513
HCRT,0.502440434
GHDC,2.12E-05
DHX58,7.29E-08
NAGLU,0.000404074
PSMC3IP,0.000192545
KCNH4,0.999978751
MLX,0.469292432
FAM134C,0.145899134
HSPB9,5.41E-05
RAB5C,0.826569532
NKIRAS2,0.063309458
STAT5A,0.999866029
KAT2A,0.40833206
COASY,1.05E-07
AARSD1,2.44E-07
EZH1,0.000641438
COA3,0.004708378
PTGES3L,0.024744074
VPS25,0.735077728
TUBG2,0.004310019
BECN1,0.998697776
PTGES3L-AARSD1,2.57E-08
PSME3,0.988103823
CNTNAP1,0.004108758
RAMP2,0.003892992
RPL27,0.822384681
CCR10,0.006206053
CNTD1,0.021834511
WNK4,1.83E-13
AOC3,6.47E-09
RUNDC1,0.018920491
PLEKHH3,0.003760662
G6PC,0.001811356
AOC2,5.14E-10
PYY,0.054416635
PPY,0.563418204
NBR1,0.000436707
CD300LG,0.029935109
NAGS,4.89E-05
RND2,0.000138854
ARL4D,0.132429776
VAT1,0.019956013
MEOX1,0.065397404
MPP3,2.00E-05
IFI35,5.70E-08
TMEM106A,0.000328022
DUSP3,0.736744916
SOST,0.379603155
DHX8,0.934509015
MPP2,0.002580507
ETV4,0.00270291
BRCA1,3.29E-20
CCDC43,0.000257178
GRN,0.060278429
ITGA2B,4.07E-05
UBTF,0.999998048
SLC4A1,0.909484295
RUNDC3A,0.960334019
G6PC3,1.07E-05
C17orf53,5.99E-08
LSM12,0.931681763
SLC25A39,0.000102385
TMUB2,0.001301139
C17orf104,0.978536145
ASB16,2.42E-10
TMEM101,0.161635624
HDAC5,0.999808248
GPATCH8,0.99949549
ATXN7L3,0.95523889
HEXIM1,0.944400235
PLCD3,0.000143297
KIF18B,8.31E-05
DBF4B,4.43E-08
GFAP,2.23E-05
NMT1,0.998500521
HIGD1B,0.002345584
CCDC103,0.002185523
PLEKHM1,0.84054321
GJC1,0.944105282
DCAKD,0.029386085
ADAM11,0.024736381
SPATA32,2.95E-05
EFTUD2,0.999991435
FMNL1,0.999687036
ARHGAP27,0.001255844
HEXIM2,0.368236513
ACBD4,1.83E-05
MYL4,0.000175625
SPPL2C,2.30E-05
NPEPPS,0.99990592
KANSL1,0.999733506
WNT9B,0.051616811
GOSR2,0.000289194
ITGB3,0.141699545
LRRC37A,0.890487356
MAPT,4.68E-05
CRHR1,0.792134286
EFCAB13,8.22E-19
KPNB1,0.999994328
CDC27,0.486673202
NSF,0.71368213
STH,0.004444666
RPRML,0.421294823
WNT3,0.946108101
MRPL10,0.288891351
SCRN2,6.56E-07
NFE2L1,0.998123949
HOXB3,0.610993265
LRRC46,0.000135433
COPZ2,0.001709489
PNPO,3.72E-05
HOXB2,0.001838308
SP2,0.969394325
TBX21,0.963242651
SNX11,3.86E-05
CDK5RAP3,2.87E-12
CBX1,0.949842678
OSBPL7,0.18160538
HOXB1,0.11519971
HOXB4,0.11974621
PRR15L,0.481246951
TBKBP1,0.038377766
SKAP1,0.00030184
SP6,0.022947566
GNGT2,0.173047626
B4GALNT2,9.64E-07
PRAC1,0.001779923
HOXB13,0.009874751
HOXB6,0.009583407
TTLL6,7.49E-08
SNF8,0.290873868
UBE2Z,0.92755873
HOXB8,0.444768418
GIP,0.162839345
PHOSPHO1,0.631109188
HOXB7,0.007596391
ATP5G1,0.327525829
ABI3,0.027711007
HOXB9,0.101637476
CALCOCO2,0.031762453
IGF2BP1,0.998573997
HOXB5,0.481440388
ZNF652,0.970739626
EME1,7.07E-11
MRPL27,0.385344633
XYLT2,0.337133945
PPP1R9B,0.997286914
SLC35B1,0.013286269
SGCA,0.194446674
FAM117A,1.22E-05
PHB,0.82163215
NXPH3,0.79327242
PDK2,0.168975525
TAC4,0.041958906
SAMD14,0.02026443
DLX3,0.011365347
ITGA3,2.41E-05
KAT7,0.999956771
COL1A1,0.999999999
SPOP,0.992531223
NGFR,0.238222215
TMEM92,0.129143042
DLX4,0.00519723
WFIKKN2,0.025878488
NME1-NME2,0.010430774
NME1,0.007774487
SPATA20,1.11E-05
ANKRD40,0.313648022
CHAD,0.033702414
CA10,0.973117502
ACSF2,0.08385164
TOB1,0.798204384
LRRC59,0.482144865
NME2,0.010430774
RSAD1,5.75E-06
SPAG9,0.999998938
EPN3,1.33E-09
LUC7L3,0.999974251
MYCBPAP,0.001733006
CACNA1G,0.999996517
ABCC3,2.62E-14
UTP18,0.415444933
MBTD1,0.995179972
DGKE,0.000684088
PCTP,1.63E-05
HLF,0.877861798
COX11,0.402262801
COIL,0.015600234
TOM1L1,0.002934147
C17orf67,2.48E-05
KIF2B,3.73E-15
ANKFN1,4.03E-06
NOG,0.682857448
STXBP4,1.42E-14
MMD,0.013644655
SCPEP1,6.99E-08
TMEM100,0.485334012
TRIM25,0.135290442
AKAP1,0.561768713
MSI2,0.963858042
LPO,2.91E-11
SRSF1,0.991994023
BZRAP1,0.056626408
MRPS23,0.049486058
EPX,6.21E-10
OR4D1,0.000295714
MPO,1.75E-09
DYNLL2,0.687802227
HSF5,0.741540032
VEZF1,0.943031803
MTMR4,0.997305474
CUEDC1,6.38E-05
C17orf47,1.30E-05
SUPT4H1,0.33844726
RNF43,0.324237752
SEPT4,0.01183686
TEX14,6.67E-23
OR4D2,0.01384437
MKS1,3.97E-09
RAD51C,4.28E-09
CA4,0.01080885
USP32,0.999999997
HEATR6,4.94E-10
TRIM37,0.172389368
PTRH2,0.336972394
SMG8,0.021939147
CLTC,0.999999993
VMP1,0.930655518
YPEL2,0.928981264
PPM1E,0.973416929
APPBP2,0.999071283
SKA2,0.000501074
DHX40,0.996354247
RNFT1,0.011205655
TUBD1,0.000375248
RPS6KB1,0.99822324
C17orf64,0.013804092
GDPD1,0.00337917
PRR11,3.72E-06
ACE,4.63E-18
BCAS3,0.998848202
CYB561,0.698896027
MRC2,0.985888158
MED13,1
DCAF7,0.875048579
MARCH10,3.45E-16
BRIP1,5.38E-13
NACA2,0.098926282
TANC2,0.999999966
EFCAB3,0.000159092
RP11-15E18.4,0.120162533
PPM1D,0.001168004
KCNH6,3.94E-17
INTS2,0.999806217
TBX4,0.407057023
METTL2A,1.77E-05
TLK2,0.999999806
TBX2,0.964019297
C17orf82,7.35E-05
TEX2,0.44097988
GH1,0.017431562
PSMC5,0.969571425
DDX42,0.999995784
CCDC47,0.002588177
SCN4A,0.010441935
LIMD2,0.017630169
ERN1,0.913613982
CD79B,0.950002657
TACO1,0.357585528
CSH1,0.741138849
STRADA,0.002015391
CSHL1,0.000458793
SMARCD2,0.980738447
CSH2,0.458223921
FTSJ3,0.484157752
GH2,3.39E-05
ICAM2,0.023266939
MAP3K3,0.999526987
APOH,1.29E-10
PSMD12,0.997267742
BPTF,1
PITPNC1,0.967498711
AXIN2,0.119052193
NOL11,0.027829353
CACNG1,4.78E-07
C17orf58,0.082156416
POLG2,2.16E-06
CACNG4,0.215774473
GNA13,0.533516375
DDX5,0.997454099
SMURF2,0.999989891
CEP95,9.44E-12
HELZ,1
CACNG5,0.053560444
RGS9,2.04E-10
CEP112,3.06E-18
PRKCA,0.952135908
ARSG,1.55E-05
SOX9,0.983539903
ABCA5,2.53E-15
FAM20A,0.002501122
ABCA10,1.21E-27
ABCA8,1.72E-33
WIPI1,0.523500461
PRKAR1A,0.999223269
SLC16A6,0.205129421
AC079210.1,0.036545082
KCNJ2,0.820229028
ABCA6,1.83E-16
MAP2K6,0.951049684
AMZ2,1.55E-08
KCNJ16,5.42E-06
SSTR2,0.235751811
SLC39A11,7.78E-05
KPNA2,0.728640007
ABCA9,1.28E-26
C17orf77,0.001246313
CD300A,8.94E-07
CD300LD,0.046219391
GPR142,5.60E-05
C17orf80,2.54E-07
COG1,0.102527996
GPRC5C,0.005513607
CD300LB,0.000639118
CDC42EP4,0.097590183
SDK2,0.029034431
TTYH2,0.347961542
FAM104A,0.612044065
RPL38,0.890753138
CD300E,0.080460666
KIF19,5.37E-13
CD300C,0.000578296
AC103809.2,0.206886119
BTBD17,0.010834936
DNAI2,4.57E-11
RAB37,8.23E-05
OTOP3,9.57E-06
ICT1,0.019342733
FADS6,2.48E-07
SLC16A5,3.71E-05
ATP5H,0.010871565
ARMC7,0.014946893
TMEM104,2.89E-05
HID1,0.46550532
HN1,0.019313451
CD300LF,4.97E-06
CDR2L,0.001327179
KCTD2,0.061899988
GRIN2C,0.003937648
FDXR,0.000894955
NAT9,0.080661177
OTOP2,3.08E-09
NT5C,0.01264883
USH1G,0.001086219
SLC9A3R1,6.36E-05
GALK1,0.000940521
NUP85,0.999782632
LLGL2,8.27E-07
SAP30BP,1.57E-05
SUMO2,0.850515884
MRPS7,0.002491618
GRB2,0.549680746
MIF4GD,3.58E-05
UNC13D,2.52E-12
CASKIN2,0.999986555
TSEN54,1.76E-05
KIAA0195,1.59E-07
UNK,0.994321108
SLC25A19,0.929610776
H3F3B,0.80972478
GGA3,0.505243696
ITGB4,1.05E-11
RECQL5,3.01E-07
UBE2O,0.999985318
EXOC7,0.000651393
ZACN,1.96E-15
CDK3,0.000751723
FBF1,1.14E-19
TRIM47,0.321925208
MRPL38,4.09E-06
WBP2,0.089618233
PRPSAP1,1.97E-10
UBALD2,0.262586852
ACOX1,0.094435306
EVPL,6.49E-14
QRICH2,1.22E-18
TRIM65,2.48E-09
SPHK1,1.29E-05
GALR2,0.007970937
SRP68,0.365044973
RNF157,0.000108023
FOXJ1,0.826867383
METTL23,0.113237609
TMC8,5.57E-12
JMJD6,0.821640918
TMC6,5.08E-08
ST6GALNAC1,2.24E-11
MFSD11,0.004532282
TNRC6C,0.999997824
SYNGR2,0.000588832
ST6GALNAC2,4.43E-08
MGAT5B,0.126104149
MXRA7,0.013741642
SRSF2,0.352601172
SEPT9,0.892006146
PRCD,0.003105096
AANAT,0.013038239
SEC14L1,0.179640443
RHBDF2,0.000966721
CYGB,0.23461677
C1QTNF1,7.24E-05
BIRC5,0.215847837
USP36,0.068552675
DNAH17-AS1,0.446203082
SOCS3,0.576558159
CANT1,0.002909236
TIMP2,0.526868279
AC087645.1,0.215475788
ENPP7,2.21E-10
CYTH1,0.994541234
TK1,0.255670113
AFMID,0.002138128
PGS1,0.000957082
LGALS3BP,3.93E-07
ENGASE,8.06E-21
SLC26A11,4.11E-10
CBX8,0.994625905
RNF213,1.68E-29
ENTHD2,0.000515476
NPTX1,0.426444497
CCDC40,6.32E-11
CBX2,0.954823918
AZI1,5.09E-08
ENDOV,2.63E-06
GAA,4.62E-11
TBC1D16,0.006198257
CBX4,0.381198482
BAIAP2,0.464202489
CARD14,3.15E-14
RPTOR,0.999999983
CHMP6,0.765888301
SGSH,0.00010579
AATK,0.806763652
EIF4A3,0.998989655
SLC25A10,0.002439368
ACTG1,0.218555804
NPLOC4,0.998697458
GCGR,0.452713871
C17orf89,0.372022649
TMEM105,0.011619609
RP11-1055B8.7,0.996309984
HGS,0.131424769
PPP1R27,0.001955162
C17orf70,0.088258117
MRPL12,0.050197139
FSCN2,9.46E-09
CCDC137,0.000101486
OXLD1,0.041423225
PDE6G,0.014216424
FAM195B,0.317596824
TSPAN10,7.87E-07
ARL16,0.021572054
SLC38A10,4.09E-08
NOTUM,0.0008604
DUS1L,1.53E-06
ARHGDIA,0.727995864
RAC3,0.035442249
PYCR1,0.000359029
SIRT7,0.567108372
MAFG,0.625915691
NPB,0.428299526
FASN,0.99999995
ALYREF,0.8318655
STRA13,0.591966927
LRRC45,3.15E-06
GPS1,0.984657456
DCXR,3.47E-05
RFNG,5.68E-08
ASPSCR1,6.07E-08
P4HB,0.968508654
PCYT2,0.248194492
ANAPC11,0.192592194
CD7,0.445277574
C17orf62,0.000955064
TBCD,6.98E-05
CSNK1D,0.991910744
FN3KRP,3.66E-07
CCDC57,2.64E-13
OGFOD3,0.000595569
SLC16A3,0.325132712
NARF,0.001224919
RAB40B,0.00383601
FOXK2,0.918748433
FN3K,1.64E-05
UTS2R,1.80E-05
ZNF750,0.865734364
SECTM1,0.172404203
TEX19,0.00018445
B3GNTL1,2.14E-11
HEXDC,1.59E-06
WDR45B,0.637042299
METRNL,0.860216826
EMILIN2,1.60E-09
COLEC12,0.991466233
USP14,0.927536808
MYL12A,0.001501508
METTL4,2.55E-05
LPIN2,0.673512975
CLUL1,3.21E-06
CETN1,0.531422797
SMCHD1,0.999999999
YES1,0.046391622
TYMS,0.924544533
ADCYAP1,0.133462669
MYOM1,1.08E-21
NDC80,0.001486174
TGIF1,0.090759152
THOC1,0.871670075
RP11-683L23.1,0.008332626
ENOSF1,1.26E-10
C18orf56,0.186096886
MYL12B,0.290511999
EPB41L3,0.029278388
DLGAP1,0.993045514
RAB31,0.054033484
PTPRM,0.999958214
L3MBTL4,4.20E-08
RALBP1,0.670181325
ANKRD12,0.999985244
PPP4R1,0.998557752
LAMA1,1.39E-24
SOGA2,0.005890969
LRRC30,2.19E-08
TXNDC2,2.94E-07
RAB12,0.718356947
NDUFV2,0.007630223
ZBTB14,0.628505782
TWSG1,0.890252416
ARHGAP28,0.002958419
CEP192,7.44E-10
VAPA,0.123795283
IMPA2,0.237822649
SLMO1,1.95E-07
APCDD1,0.000654608
PSMG2,0.00355676
CHMP1B,0.682019463
CIDEA,0.014628439
SPIRE1,0.330091752
GNAL,0.98737272
CEP76,0.018822651
PIEZO2,0.603955313
PTPN2,0.995606483
TUBB6,0.000511267
ANKRD62,0.458132581
MPPE1,8.34E-06
SEH1L,0.745892347
NAPG,0.086131935
AFG3L2,0.014722116
ESCO1,0.998809461
TMEM241,7.76E-05
CABLES1,0.445044394
MIB1,1.00E-44
MC2R,0.057447457
RNMT,0.080932806
POTEC,0.161704414
ROCK1,0.999996548
LDLRAD4,0.377306395
RBBP8,0.000108379
MC5R,0.001088314
ZNF519,8.85E-07
FAM210A,0.015124303
ANKRD30B,1.49E-09
CTAGE1,2.10E-06
ABHD3,1.34E-06
SNRPD1,0.847045313
PSMA8,0.003979648
HRH4,1.67E-07
OSBPL1A,4.11E-05
DSC3,5.45E-20
TAF4B,0.879312142
TTC39C,0.014646861
IMPACT,3.32E-05
LAMA3,4.41E-24
RIOK3,0.000146775
CHST9,5.84E-07
C18orf8,0.999882357
CDH2,0.897440931
AQP4,0.018149042
KCTD1,0.934855731
DSC2,0.000683302
NPC1,0.000213375
CABYR,0.000210501
ANKRD29,2.60E-05
SS18,0.994140959
ZNF521,0.999979351
DSG4,6.32E-05
CCDC178,4.11E-29
MEP1B,6.31E-21
GAREM,0.827971734
ASXL3,0.999977048
DSG3,3.36E-13
KLHL14,0.082722189
NOL4,0.998788438
RNF138,0.738927914
TTR,0.130835841
AC012123.1,0.11569743
DSG1,0.97910346
DSG2,0.000747067
TRAPPC8,0.999999744
DTNA,0.921398185
B4GALT6,0.995466888
DSC1,4.39E-08
MAPRE2,0.969644737
RNF125,0.080624845
SLC25A52,0.005855927
SETBP1,0.999002929
KIAA1328,6.07E-05
SLC39A6,0.00076185
PIK3C3,0.080317726
RIT2,0.060048528
ZNF24,0.995634783
RP11-322E11.6,0.01381961
SYT4,0.127604754
CELF4,0.97436473
RPRD1A,0.251149109
FHOD3,0.997517123
ZNF397,0.001048463
ZSCAN30,9.22E-09
ZNF396,4.72E-07
TPGS2,0.000133032
GALNT1,0.74296896
ELP2,1.31E-07
MOCOS,6.10E-07
C18orf21,0.002771518
INO80C,0.000502409
IER3IP1,0.018434689
SKOR2,0.611171343
SLC14A2,8.43E-14
TCEB3B,1.80E-08
KATNAL2,0.000125862
ATP5A1,0.998862484
RNF165,0.971099075
PSTPIP2,0.107611557
HAUS1,0.000296743
PIAS2,0.997942261
SLC14A1,1.90E-09
SIGLEC15,1.08E-11
ST8SIA5,0.01839285
EPG5,6.94E-07
HDHD2,0.000427885
C18orf25,0.90199634
SKA1,1.32E-06
CXXC1,0.997862105
ZBTB7C,0.90722146
SMAD7,0.975695731
ELAC1,0.895039746
RPL17-C18orf32,0.605942172
MYO5B,5.42E-10
CTIF,0.98275458
MRO,0.000178042
MAPK4,0.319051501
SMAD2,0.988180754
RPL17,0.494059426
C18orf32,0.182752689
ME2,1.17E-07
DYM,5.18E-09
CCDC11,1.60E-13
ACAA2,0.003508042
MBD1,0.959615951
LIPG,8.36E-05
TXNL1,0.956025974
BOD1L2,0.510146461
STARD6,0.026335162
RAB27B,0.6873001
WDR7,0.999999984
MBD2,0.989310018
ONECUT2,0.903998414
C18orf54,6.01E-06
DCC,0.999998957
MEX3C,0.946417958
TCF4,0.999866544
DYNAP,0.40940293
FECH,0.138946553
SMAD4,0.967432536
POLI,4.27E-09
ATP8B1,3.67E-07
ST8SIA3,0.963677659
NARS,3.48E-07
NEDD4L,0.999966646
CCDC68,6.41E-07
GRP,2.14E-06
KIAA1468,0.99999956
MC4R,1.54E-05
RNF152,0.007053846
SEC11C,0.694287699
CCBE1,1.67E-06
MALT1,0.994144578
CPLX4,0.002189416
RAX,0.841214636
ZNF532,0.90513824
ZCCHC2,0.305659357
ALPK2,3.56E-13
CDH20,0.980513136
PMAIP1,0.461950506
AC015989.2,0.094857929
PHLPP1,0.918153757
BCL2,0.337855764
PIGN,9.02E-16
TNFRSF11A,0.879917354
LMAN1,0.486069839
SERPINB2,5.76E-05
CDH7,0.763007123
DOK6,0.458839967
SERPINB7,7.67E-05
SERPINB8,6.74E-07
SERPINB5,0.450309367
SERPINB11,5.09E-07
DSEL,5.16E-06
SERPINB12,7.76E-17
KDSR,0.472000395
HMSD,0.002323952
CCDC102B,3.31E-09
VPS4B,0.213873857
SERPINB13,0.000102299
SERPINB4,1.28E-11
SERPINB3,8.69E-14
SERPINB10,6.27E-05
CDH19,1.92E-09
TMX3,0.191322508
CYB5A,0.033739316
CNDP1,1.91E-05
TIMM21,0.005320931
CNDP2,0.001191008
ZADH2,0.000446821
RTTN,2.40E-13
CD226,0.505154015
RP11-321M21.3,0.099221673
SOCS6,0.879897418
ZNF407,0.999995919
CBLN2,0.318302604
NETO1,0.949402709
TSHZ1,0.93955948
FAM69C,0.016640101
FBXO15,0.027470177
GALR1,0.000193369
NFATC1,0.969219888
CTDP1,0.924155319
SALL3,0.090193129
PQLC1,0.000252469
MBP,0.568470954
KCNG2,0.00583162
RBFA,0.000358068
ZNF236,0.999998364
ZNF516,0.268830209
ATP9B,7.02E-12
SMIM21,0.000512614
ADNP2,0.346937921
TXNL4A,0.001546737
PARD6G,0.11193541
MADCAM1,0.428374924
ODF3L2,0.003142588
THEG,4.93E-07
CDC34,0.560462977
MIER2,0.977262863
FSTL3,0.418831973
POLRMT,2.60E-13
OR4F17,0.505111518
PPAP2C,0.002860745
SHC2,1.22E-05
PALM,0.393531039
GZMM,0.001210033
MISP,1.95E-10
HCN2,0.832343162
FGF22,0.000103154
PRSS57,1.73E-07
RNF126,0.774554603
TPGS1,0.003467495
BSG,0.057304363
GRIN3B,0.001113712
PTBP1,0.9987392
KISS1R,0.003971074
PRTN3,0.000831489
POLR2E,4.41E-08
GPX4,0.017329889
WDR18,0.90160756
MED16,0.018766118
SBNO2,0.024423765
R3HDM4,0.019345311
CFD,0.019566874
LPPR3,0.056279308
TMEM259,0.899319773
ELANE,0.767207228
ABCA7,1.89E-36
AZU1,8.74E-05
STK11,0.978282902
ARID3A,0.425084301
CNN2,0.212309401
HMHA1,0.453633762
RPS15,0.697325165
ADAMTSL5,3.22E-10
C19orf25,0.034363222
MBD3,0.91932388
ATP5D,0.001183238
C19orf26,0.003723427
NDUFS7,0.750835829
GAMT,2.65E-05
PLK5,0.07162546
MIDN,0.049062651
REEP6,0.000463082
DAZAP1,0.999571004
CIRBP,0.622585655
APC2,0.999980518
EFNA2,0.376749731
PCSK4,6.59E-13
MUM1,0.032092633
UQCR11,0.030503461
DOT1L,0.999988962
ABHD17A,0.050556875
TCF3,0.185647144
REXO1,0.567927564
JSRP1,8.90E-10
OAZ1,0.088995157
KLF16,0.473218601
ATP8B3,9.19E-22
AMH,4.90E-05
CSNK1G2,0.923449277
SCAMP4,0.020951714
PLEKHJ1,0.46324813
BTBD2,0.987678942
ADAT3,0.001179647
MOB3A,0.002927403
AP3D1,0.798002534
MKNK2,9.34E-06
SF3A2,0.774375362
IZUMO4,4.70E-08
ZNF77,4.31E-13
ZNF554,4.61E-06
SGTA,0.470281213
GNG7,0.47555714
TLE2,0.000766445
LMNB2,0.995599597
TMPRSS9,1.77E-18
GADD45B,0.185427442
LSM7,0.281731307
ZNF556,1.58E-05
SLC39A3,0.060846454
ZNF57,1.00E-06
C19orf35,0.006354567
DIRAS1,0.623341671
THOP1,0.023492093
TLE6,0.001011458
TIMM13,0.309091874
ZNF555,1.74E-09
AES,0.650716677
TJP3,2.20E-21
FZR1,0.997947525
GNA11,0.966183014
MFSD12,1.07E-09
NCLN,0.509474338
GIPC3,0.054252131
RAX2,0.510132429
TBXA2R,0.113768131
CELF5,0.996405707
HMG20B,0.342236181
DOHH,0.020102024
MRPL54,0.085695868
S1PR4,0.520047224
APBA3,2.12E-11
PIP5K1C,0.859389818
GNA15,0.306963812
NFIC,0.842498931
CACTIN,0.999345096
FSD1,0.732578211
STAP2,1.63E-13
ZFR2,5.37E-09
MPND,0.015724967
DAPK3,0.061134495
EEF2,0.994520586
EBI3,0.01959965
ANKRD24,1.87E-06
NMRK2,1.17E-07
MAP2K2,0.863261159
PIAS4,0.994350818
CCDC94,0.000960471
ATCAY,0.087473326
SHD,5.18E-06
TMIGD2,0.01525187
MATK,0.000234673
SIRT6,0.054471157
CREB3L3,1.59E-09
SEMA6B,0.742578967
PLIN3,1.24E-08
TICAM1,0.852477311
DPP9,0.999114701
PLIN5,1.32E-07
PLIN4,1.66E-12
KDM4B,0.999934757
C19orf10,5.63E-05
SAFB2,0.999582501
TNFAIP8L1,0.463548117
UBXN6,0.047326898
LRG1,3.42E-05
HDGFRP2,0.89285412
SAFB,0.999685074
SH3GL1,0.058636754
PTPRS,0.76091506
ZNRF4,0.26322427
CHAF1A,0.996226226
ARRDC5,1.98E-06
RANBP3,0.999905044
FUT6,0.022129953
C19orf70,0.015922184
RPL36,0.623121945
NDUFA11,0.538189295
VMAC,0.023464709
MLLT1,0.991457208
ACER1,0.335356707
FUT5,0.002357884
CAPS,5.18E-07
PRR22,0.020640559
DUS3L,2.45E-09
CLPP,0.587942371
FUT3,0.373828733
NRTN,0.100149119
LONP1,0.999697933
RFX2,0.989509333
ACSBG2,3.48E-07
HSD11B1L,0.001696306
CATSPERD,1.07E-08
SH2D3A,4.11E-06
VAV1,0.999993063
PSPN,0.007741412
CRB3,0.369971429
CD70,0.045752208
GPR108,1.69E-08
EMR1,5.78E-14
TNFSF14,0.813514843
GTF2F1,0.028735271
TNFSF9,0.096826856
TUBB4A,0.003055663
ALKBH7,2.76E-06
TRIP10,0.354472308
SLC25A23,0.076041695
SLC25A41,5.98E-05
C3,0.999590151
KHSRP,0.999711222
DENND1C,0.036005999
PEX11G,0.000252773
PNPLA6,1.59E-08
ZNF557,1.51E-06
MCOLN1,0.037055973
ZNF358,0.86702533
ARHGEF18,0.908367516
MBD3L3,0.208438986
RETN,0.07400279
CAMSAP3,0.999943969
PCP2,1.28E-05
TRAPPC5,0.577704359
INSR,0.186547844
C19orf45,2.71E-15
STXBP2,7.76E-05
C19orf59,0.009581364
XAB2,0.99707026
FCER2,1.50E-09
CCL25,0.169939684
CD320,0.05992656
RPS28,0.688845092
ELAVL1,0.959986604
CLEC4M,3.09E-05
TIMM44,0.818201942
AC010336.1,4.28E-05
SNAPC2,0.10316814
LRRC8E,0.000781502
NDUFA7,0.004021957
CLEC4G,0.001122767
EVI5L,0.989107013
FBN3,1.35E-27
CD209,2.96E-08
CERS4,2.04E-13
MAP2K7,0.985719994
CTXN1,0.105057381
ANGPTL4,9.46E-09
ZNF317,0.01570657
OR7G3,0.4059637
HNRNPM,0.999948049
ZNF414,0.002749206
MARCH2,0.246993249
OR2Z1,1.27E-08
OR7G1,0.075716676
OR7D2,0.092527122
MYO1F,0.158022191
RAB11B,0.664363643
OR7G2,0.007093766
MBD3L1,1.30E-05
ACTL9,0.042627929
KANK3,8.53E-06
PRAM1,0.007624896
ZNF558,0.000767127
OR1M1,0.00018347
ADAMTS10,0.98034624
ZNF846,3.75E-16
OLFM2,0.964592021
OR7E24,0.298717571
ZNF560,7.36E-10
PIN1,0.340906809
UBL5,0.08015833
FBXL12,0.014518338
ZNF121,0.724859401
ZNF561,0.009762547
RDH8,3.73E-05
ZNF699,1.57E-07
OR7D4,8.94E-06
ZNF812,6.00E-07
ZNF266,1.25E-09
ZNF426,5.95E-13
ZNF562,0.139679896
ZNF559,7.72E-09
COL5A3,7.12E-07
ZNF177,5.54E-06
EIF3G,0.983422492
MRPL4,1.13E-07
PDE4A,0.976417636
ICAM3,2.08E-22
CDC37,0.962357896
ZGLP1,0.437504524
PPAN,1.17E-08
DNMT1,0.999999999
C19orf66,0.930534705
P2RY11,9.08E-08
TYK2,0.004314482
ANGPTL6,2.77E-08
S1PR2,0.127343395
FDX1L,0.003189351
PPAN-P2RY11,1.17E-08
KEAP1,0.251629058
RAVER1,0.982340267
ICAM4,1.53E-05
ICAM1,0.117797321
DOCK6,2.83E-19
TMED1,0.000162417
SPC24,0.006275544
ATG4D,0.000323904
CARM1,0.999357708
SLC44A2,0.041464588
YIPF2,0.001099175
AP1M2,0.001345952
LDLR,2.59E-16
KRI1,8.40E-09
SMARCA4,0.999999998
DNM2,0.999968599
ILF3,0.999996831
C19orf80,2.61E-06
C19orf52,0.001989919
QTRT1,0.00022325
CDKN2D,0.147286959
KANK2,0.981511999
S1PR5,0.057413295
ACP5,0.123568348
RAB3D,0.001426284
PRKCSH,0.140789248
ZNF491,5.13E-07
TMEM205,0.394574027
ELOF1,0.403135808
EPOR,0.058450672
ELAVL3,0.822602584
DKFZP761J1410,0.990015904
ZNF441,0.027667096
ZNF627,0.005644146
CCDC159,9.21E-05
ZNF823,2.09E-06
CNN1,0.861520643
RGL3,4.36E-21
TSPAN16,0.000252238
CCDC151,8.77E-07
ECSIT,0.015646574
SWSAP1,0.00013467
ZNF653,0.142112313
ZNF625,0.000825562
ZNF844,1.01E-05
ZNF700,4.39E-11
ZNF799,6.79E-05
ZNF490,0.072046336
ZNF439,3.21E-08
ZNF443,1.83E-05
ZNF442,1.47E-07
ZNF878,1.49E-07
ZNF440,5.59E-13
ZNF20,0.023572367
ZNF788,0.05299439
ZNF563,8.58E-07
ZNF433,1.95E-12
ZNF763,0.000236873
ZNF709,5.65E-06
ZNF136,1.49E-08
ZNF44,8.94E-07
ZNF69,7.35E-05
ZNF564,8.59E-05
FBXW9,2.00E-09
C19orf43,0.310238874
ZNF791,0.008271905
ASNA1,0.415776038
DHPS,0.003452152
KLF1,0.000201077
JUNB,0.585014693
HOOK2,6.32E-09
BEST2,9.02E-11
MAST1,0.999999024
PRDX2,0.496065281
WDR83,8.21E-07
TNPO2,0.999885944
GCDH,0.335283401
RNASEH2A,0.050079134
MAN2B1,1.56E-12
DNASE2,0.053733404
SYCE2,0.41925559
WDR83OS,0.001766861
RTBDN,3.28E-07
CALR,0.938728555
CACNA1A,1
IER2,0.681051567
NANOS3,0.007905076
MRI1,0.000533201
FARSA,0.004050721
PODNL1,2.51E-14
NFIX,0.989066455
DAND5,1.68E-05
LYL1,0.672721211
TRMT1,8.74E-06
CCDC130,0.025049031
ZSWIM4,0.165803304
CC2D1A,2.26E-05
C19orf53,0.236661552
C19orf57,7.18E-05
RAD23A,0.039256536
GADD45GIP1,0.000318097
NACC1,0.964946936
